sequence,timestamp,pose.x,pose.y,pose.z,pose.roll,pose.pitch,pose.yaw
3775,377.5,79.07569,-0.67174,-0.72855,-0.0148,0.01062,1.09626
3776,377.6,79.23165,-0.36483,-0.73075,-0.01272,0.00807,1.09551
3777,377.7,79.40042,-0.06289,-0.71205,-0.01116,0.00604,1.09489
3778,377.8,79.56305,0.23588,-0.70003,-0.00981,0.00652,1.09478
3779,377.9,79.72001,0.54179,-0.68518,-0.01105,0.00841,1.09328
3780,378,79.87107,0.8256,-0.6776,-0.01016,0.00873,1.09276
3781,378.1,80.04335,1.11652,-0.66996,-0.00436,0.00917,1.0927
3782,378.2,80.20352,1.40641,-0.66538,0.0003,0.01093,1.09221
3783,378.3,80.35418,1.68585,-0.6414,0.00024,0.01507,1.09119
3784,378.4,80.49777,1.97004,-0.63041,-0.00757,0.01657,1.09024
3785,378.5,80.62608,2.24612,-0.62838,-0.01594,0.01432,1.08948
3786,378.6,80.74839,2.50587,-0.61029,-0.02163,0.01386,1.08828
3787,378.7,80.87995,2.76175,-0.60351,-0.01947,0.01434,1.08765
3788,378.8,81.0215,2.99124,-0.59164,-0.01568,0.01613,1.08785
3789,378.9,81.16129,3.21238,-0.58519,-0.00905,0.01658,1.08681
3790,379,81.28196,3.42564,-0.58023,-0.00331,0.01666,1.08661
3791,379.1,81.40653,3.62148,-0.59519,-0.00079,0.01424,1.0869
3792,379.2,81.51301,3.82669,-0.58597,-0.00339,0.01211,1.08587
3793,379.3,81.59283,4.01916,-0.57613,-0.00804,0.0122,1.08429
3794,379.4,81.68218,4.20388,-0.57774,-0.01574,0.01236,1.08308
3795,379.5,81.75937,4.38269,-0.55236,-0.02283,0.01436,1.08322
3796,379.6,81.83889,4.54126,-0.54431,-0.02281,0.0163,1.08295
3797,379.7,81.93157,4.67534,-0.53168,-0.01889,0.01813,1.08239
3798,379.8,82.0049,4.79662,-0.53437,-0.01612,0.01595,1.08185
3799,379.9,82.0614,4.90457,-0.54661,-0.01457,0.01406,1.08188
3800,380,82.11891,5.0111,-0.53495,-0.01884,0.01249,1.08172
3801,380.1,82.15885,5.10936,-0.53691,-0.02071,0.01222,1.08164
3802,380.2,82.20088,5.2049,-0.52436,-0.0203,0.01208,1.08148
3803,380.3,82.25391,5.28037,-0.53074,-0.02059,0.01076,1.08096
3804,380.4,82.29975,5.35965,-0.5284,-0.01853,0.00985,1.08087
3805,380.5,82.35541,5.44262,-0.52445,-0.01744,0.00775,1.08067
3806,380.6,82.40603,5.52712,-0.53075,-0.01641,0.00749,1.08087
3807,380.7,82.45046,5.61504,-0.5116,-0.0176,0.0076,1.08043
3808,380.8,82.49046,5.70469,-0.52152,-0.01981,0.00776,1.07998
3809,380.9,82.54165,5.79728,-0.51075,-0.02397,0.00852,1.08003
3810,381,82.58418,5.89827,-0.52253,-0.02531,0.00762,1.07995
3811,381.1,82.63673,5.99793,-0.51233,-0.02497,0.00711,1.07947
3812,381.2,82.70395,6.10668,-0.50241,-0.02141,0.00621,1.07936
3813,381.3,82.77269,6.20884,-0.50115,-0.01958,0.00646,1.07921
3814,381.4,82.83982,6.33064,-0.49484,-0.01961,0.00683,1.07897
3815,381.5,82.91302,6.46871,-0.49496,-0.02176,0.00616,1.07875
3816,381.6,82.98481,6.60469,-0.48981,-0.02349,0.00631,1.07855
3817,381.7,83.05083,6.74637,-0.4781,-0.02512,0.00604,1.07854
3818,381.8,83.13576,6.89641,-0.48422,-0.02424,0.00462,1.07851
3819,381.9,83.22209,7.05144,-0.46329,-0.02292,0.00557,1.07842
3820,382,83.32114,7.21906,-0.47426,-0.02281,0.00456,1.07829
3821,382.1,83.41553,7.39738,-0.45691,-0.02097,0.00598,1.07839
3822,382.2,83.52544,7.58783,-0.4464,-0.02279,0.00583,1.07856
3823,382.3,83.63202,7.78197,-0.45,-0.02182,0.00598,1.0784
3824,382.4,83.73605,7.98041,-0.41256,-0.02162,0.00757,1.07837
3825,382.5,83.84528,8.19227,-0.44491,-0.02292,0.00449,1.07773
3826,382.6,83.95959,8.4019,-0.4296,-0.02496,0.00349,1.07819
3827,382.7,84.08949,8.62673,-0.43246,-0.02645,0.00165,1.0788
3828,382.8,84.2048,8.85259,-0.40612,-0.02405,0.00406,1.07913
3829,382.9,84.33503,9.09171,-0.39537,-0.02472,0.00459,1.07909
3830,383,84.47005,9.33335,-0.40076,-0.0232,0.00604,1.07978
3831,383.1,84.60382,9.57924,-0.35879,-0.02533,0.00626,1.07988
3832,383.2,84.74276,9.84272,-0.39076,-0.02132,0.0044,1.08035
3833,383.3,84.88312,10.09424,-0.35473,-0.02367,0.00557,1.08071
3834,383.4,85.02663,10.35746,-0.36791,-0.02572,0.00297,1.08143
3835,383.5,85.17849,10.62712,-0.34669,-0.02037,0.00467,1.08129
3836,383.6,85.32087,10.90133,-0.31702,-0.01946,0.00568,1.08222
3837,383.7,85.47426,11.17512,-0.34124,-0.01869,0.00476,1.08226
3838,383.8,85.63108,11.45492,-0.30905,-0.01964,0.00585,1.08238
3839,383.9,85.78883,11.76365,-0.30681,-0.02244,0.00437,1.08292
3840,384,85.95273,12.05946,-0.30025,-0.02101,0.00537,1.0831
3841,384.1,86.11053,12.34401,-0.26791,-0.02528,0.00492,1.08328
3842,384.2,86.27343,12.66678,-0.28268,-0.02211,0.00638,1.08354
3843,384.3,86.44091,12.97464,-0.23184,-0.02328,0.00875,1.08413
3844,384.4,86.61136,13.28899,-0.26288,-0.02324,0.00648,1.08509
3845,384.5,86.78179,13.60649,-0.23206,-0.02164,0.00856,1.0858
3846,384.6,86.93768,13.9098,-0.22834,-0.02505,0.0077,1.08529
3847,384.7,87.11364,14.22299,-0.22911,-0.02227,0.00832,1.08598
3848,384.8,87.28067,14.54073,-0.18393,-0.02404,0.00863,1.08674
3849,384.9,87.44752,14.843,-0.19852,-0.02267,0.00797,1.08735
3850,385,87.61016,15.15189,-0.17813,-0.02332,0.00709,1.08743
3851,385.1,87.78271,15.46641,-0.17433,-0.02426,0.00654,1.08769
3852,385.2,87.93749,15.78145,-0.17499,-0.02551,0.00614,1.08794
3853,385.3,88.09842,16.08935,-0.16018,-0.02813,0.00597,1.08798
3854,385.4,88.26485,16.40369,-0.15008,-0.02642,0.00691,1.0881
3855,385.5,88.44808,16.73428,-0.1208,-0.02241,0.01018,1.08808
3856,385.6,88.62037,17.04667,-0.0978,-0.02311,0.01299,1.08776
3857,385.7,88.79735,17.36875,-0.11472,-0.02155,0.01436,1.08769
3858,385.8,88.96922,17.68955,-0.092,-0.02493,0.01361,1.08784
3859,385.9,89.13168,18.00978,-0.10497,-0.02573,0.01072,1.08766
3860,386,89.30053,18.34531,-0.07414,-0.02731,0.01153,1.08783
3861,386.1,89.48034,18.67348,-0.06787,-0.02788,0.01139,1.08797
3862,386.2,89.65797,18.98817,-0.04852,-0.02694,0.01208,1.08816
3863,386.3,89.83176,19.32746,-0.04235,-0.02569,0.00975,1.08869
3864,386.4,90.00541,19.64859,-0.04114,-0.02613,0.00827,1.08854
3865,386.5,90.17235,19.97592,-0.03352,-0.02894,0.00658,1.08839
3866,386.6,90.34695,20.31612,-0.02085,-0.02879,0.00636,1.0887
3867,386.7,90.52601,20.65245,0.0062,-0.0295,0.00699,1.08854
3868,386.8,90.70833,20.97697,0.01512,-0.03009,0.007,1.0884
3869,386.9,90.89094,21.31637,0.02609,-0.02999,0.00625,1.08824
3870,387,91.07403,21.65251,0.02793,-0.0302,0.00493,1.08759
3871,387.1,91.24969,21.98941,0.04609,-0.03117,0.00491,1.08763
3872,387.2,91.42306,22.33808,0.0591,-0.03178,0.00505,1.08749
3873,387.3,91.60848,22.67095,0.07158,-0.03024,0.00459,1.08729
3874,387.4,91.79966,23.01311,0.09156,-0.0299,0.0031,1.08762
3875,387.5,91.97194,23.34569,0.09764,-0.02672,0.00151,1.08752
3876,387.6,92.16205,23.69401,0.10824,-0.02835,0.00137,1.08697
3877,387.7,92.35048,24.03119,0.13527,-0.02859,0.00263,1.08716
3878,387.8,92.53203,24.38413,0.1263,-0.02949,0.00108,1.08634
3879,387.9,92.71038,24.71374,0.15331,-0.03153,0.00206,1.08644
3880,388,92.89471,25.06417,0.16214,-0.03019,0.00249,1.08676
3881,388.1,93.08507,25.40784,0.19039,-0.02728,0.00444,1.08611
3882,388.2,93.28166,25.75672,0.21884,-0.02266,0.00729,1.08587
3883,388.3,93.47149,26.09231,0.21398,-0.02045,0.0063,1.08603
3884,388.4,93.66172,26.43416,0.23598,-0.01964,0.00598,1.08554
3885,388.5,93.85394,26.78833,0.23345,-0.02102,0.00452,1.08487
3886,388.6,94.03168,27.14134,0.26246,-0.02009,0.0066,1.08445
3887,388.7,94.21769,27.4869,0.27183,-0.02262,0.00737,1.08416
3888,388.8,94.40279,27.83856,0.28207,-0.02342,0.0073,1.08436
3889,388.9,94.60122,28.17765,0.29591,-0.02267,0.00637,1.08453
3890,389,94.79179,28.53089,0.30459,-0.01855,0.00387,1.08449
3891,389.1,94.99177,28.87381,0.33043,-0.01343,0.00276,1.08453
3892,389.2,95.18147,29.21723,0.33067,-0.01541,0.00096,1.08375
3893,389.3,95.36054,29.57069,0.34206,-0.01752,0.00036,1.08331
3894,389.4,95.54628,29.92807,0.35276,-0.01955,-0.00143,1.08238
3895,389.5,95.72785,30.27464,0.35877,-0.01976,-0.00324,1.08145
3896,389.6,95.93219,30.62804,0.37012,-0.01831,-0.00213,1.08022
3897,389.7,96.13768,30.98298,0.41711,-0.01707,0.00459,1.07953
3898,389.8,96.33357,31.34529,0.41143,-0.0166,0.0108,1.07897
3899,389.9,96.52973,31.71646,0.42275,-0.02014,0.01712,1.07634
3900,390,96.72531,32.07692,0.42098,-0.02638,0.01969,1.07472
3901,390.1,96.91558,32.4435,0.44739,-0.02795,0.02134,1.07391
3902,390.2,97.11249,32.79754,0.46801,-0.02926,0.02107,1.07202
3903,390.3,97.31548,33.15222,0.46828,-0.02722,0.01633,1.06985
3904,390.4,97.51354,33.49637,0.49027,-0.02559,0.00935,1.0686
3905,390.5,97.71966,33.85229,0.4916,-0.0241,0.00324,1.06681
3906,390.6,97.91898,34.19265,0.50707,-0.02673,-0.0015,1.06496
3907,390.7,98.10316,34.56739,0.49897,-0.03181,-0.00845,1.06332
3908,390.8,98.29554,34.91856,0.53319,-0.03728,-0.01285,1.06162
3909,390.9,98.49829,35.2749,0.55494,-0.03801,-0.01796,1.05998
3910,391,98.6876,35.61425,0.57196,-0.03473,-0.02423,1.05933
3911,391.1,98.90181,35.94329,0.62612,-0.02954,-0.03015,1.05941
3912,391.2,99.10581,36.29235,0.61899,-0.02806,-0.03839,1.05967
3913,391.3,99.30278,36.62919,0.66128,-0.02465,-0.04093,1.0581
3914,391.4,99.49773,36.97787,0.66912,-0.02986,-0.04144,1.05684
3915,391.5,99.68053,37.32633,0.69169,-0.0323,-0.04233,1.05647
3916,391.6,99.87352,37.66176,0.74137,-0.03216,-0.04042,1.05658
3917,391.7,100.07656,38.00499,0.76583,-0.03028,-0.04035,1.05609
3918,391.8,100.27151,38.33146,0.81622,-0.02509,-0.03907,1.05514
3919,391.9,100.47389,38.6531,0.84001,-0.02432,-0.03812,1.05528
3920,392,100.66267,38.9809,0.86923,-0.02373,-0.03831,1.05565
3921,392.1,100.84369,39.31039,0.89623,-0.02494,-0.03881,1.05565
3922,392.2,101.0244,39.64004,0.92466,-0.02771,-0.03914,1.05473
3923,392.3,101.19774,39.96076,0.95413,-0.02975,-0.03972,1.05504
3924,392.4,101.37896,40.27191,0.98267,-0.02907,-0.04016,1.05498
3925,392.5,101.57322,40.58213,1.01771,-0.02672,-0.03971,1.05533
3926,392.6,101.75172,40.88906,1.04123,-0.02241,-0.04174,1.05586
3927,392.7,101.92668,41.17776,1.07001,-0.02081,-0.04328,1.05588
3928,392.8,102.10304,41.4867,1.09899,-0.02353,-0.0451,1.05579
3929,392.9,102.26528,41.79049,1.11419,-0.02548,-0.04636,1.05575
3930,393,102.42853,42.09114,1.14323,-0.02809,-0.04543,1.05591
3931,393.1,102.59703,42.38033,1.1865,-0.02764,-0.04433,1.0559
3932,393.2,102.76548,42.66878,1.21042,-0.02699,-0.04431,1.05634
3933,393.3,102.92945,42.94522,1.24296,-0.02457,-0.04531,1.05676
3934,393.4,103.09192,43.2132,1.27107,-0.02331,-0.04459,1.05706
3935,393.5,103.24373,43.48922,1.28306,-0.02381,-0.04586,1.05751
3936,393.6,103.40292,43.75481,1.31956,-0.02422,-0.04379,1.05742
3937,393.7,103.55383,44.0155,1.33664,-0.02351,-0.04179,1.05755
3938,393.8,103.68901,44.27081,1.37619,-0.02267,-0.0413,1.05807
3939,393.9,103.83442,44.49989,1.38743,-0.02123,-0.04182,1.05831
3940,394,103.97014,44.74115,1.42073,-0.01886,-0.04341,1.05843
3941,394.1,104.10746,44.9651,1.43756,-0.01918,-0.04391,1.05875
3942,394.2,104.22494,45.18955,1.45378,-0.0187,-0.04197,1.05863
3943,394.3,104.3586,45.39526,1.47018,-0.01587,-0.0395,1.05875
3944,394.4,104.48226,45.58969,1.48847,-0.01314,-0.03996,1.05872
3945,394.5,104.59505,45.78439,1.51343,-0.01103,-0.03849,1.05894
3946,394.6,104.69751,45.97289,1.51948,-0.01206,-0.04011,1.06059
3947,394.7,104.79522,46.16186,1.55166,-0.01321,-0.04069,1.06215
3948,394.8,104.90221,46.3386,1.55674,-0.01416,-0.04184,1.06467
3949,394.9,104.99829,46.52267,1.57722,-0.0126,-0.04105,1.06958
3950,395,105.10016,46.69709,1.57978,-0.01141,-0.03831,1.07647
3951,395.1,105.20384,46.88689,1.59832,-0.00931,-0.03666,1.08481
3952,395.2,105.29502,47.09026,1.61349,-0.00851,-0.03318,1.09597
3953,395.3,105.36905,47.27169,1.62966,-0.00767,-0.0312,1.11051
3954,395.4,105.44276,47.46936,1.65095,-0.00672,-0.02825,1.12747
3955,395.5,105.51805,47.66204,1.66197,-0.00979,-0.02824,1.145
3956,395.6,105.59091,47.861,1.68457,-0.01054,-0.02666,1.16281
3957,395.7,105.66224,48.07615,1.67775,-0.00954,-0.02314,1.18152
3958,395.8,105.71363,48.2831,1.71147,-0.00825,-0.01831,1.20397
3959,395.9,105.7686,48.49707,1.71562,-0.0096,-0.01397,1.22903
3960,396,105.80956,48.7064,1.74343,-0.01109,-0.01302,1.25657
3961,396.1,105.83665,48.92233,1.7574,-0.01409,-0.0118,1.28422
3962,396.2,105.84857,49.15655,1.76063,-0.01684,-0.01308,1.31469
3963,396.3,105.89402,49.36407,1.7825,-0.01529,-0.01083,1.34625
3964,396.4,105.91436,49.58864,1.77778,-0.01582,-0.00904,1.38201
3965,396.5,105.91064,49.83141,1.79885,-0.01537,-0.00594,1.42011
3966,396.6,105.89059,50.05489,1.79279,-0.01927,-0.00348,1.45947
3967,396.7,105.8617,50.29912,1.81333,-0.02308,-0.00217,1.49988
3968,396.8,105.82439,50.5357,1.80678,-0.03162,-0.00129,1.54118
3969,396.9,105.77739,50.77187,1.81871,-0.03329,0.00132,1.58379
3970,397,105.72192,51.03027,1.82042,-0.03372,0.00484,1.62737
3971,397.1,105.67137,51.27134,1.82815,-0.03172,0.00814,1.67072
3972,397.2,105.59412,51.52604,1.84134,-0.03048,0.01227,1.71384
3973,397.3,105.50384,51.77561,1.81881,-0.03147,0.01536,1.75824
3974,397.4,105.40285,52.01911,1.85338,-0.03011,0.02053,1.80238
3975,397.5,105.29957,52.25723,1.83821,-0.03132,0.02338,1.84766
3976,397.6,105.17716,52.49741,1.85576,-0.02843,0.02397,1.89297
3977,397.7,105.04422,52.73351,1.85548,-0.02951,0.02711,1.93721
3978,397.8,104.8965,52.97477,1.83455,-0.0288,0.02864,1.98032
3979,397.9,104.74729,53.19552,1.86814,-0.02604,0.03175,2.02339
3980,398,104.58901,53.43387,1.84047,-0.02629,0.03445,2.06532
3981,398.1,104.4153,53.66645,1.87694,-0.02107,0.03376,2.10521
3982,398.2,104.23791,53.88284,1.85714,-0.01782,0.03363,2.14409
3983,398.3,104.05347,54.10686,1.86453,-0.01519,0.03404,2.18252
3984,398.4,103.85091,54.3241,1.87345,-0.0149,0.03643,2.21802
3985,398.5,103.63896,54.51239,1.84119,-0.0176,0.03565,2.25395
3986,398.6,103.41707,54.7255,1.85583,-0.01869,0.03643,2.28996
3987,398.7,103.18194,54.93249,1.84913,-0.01821,0.03454,2.32377
3988,398.8,102.96255,55.12827,1.8513,-0.01452,0.03562,2.35523
3989,398.9,102.72531,55.33008,1.86617,-0.01087,0.03807,2.38563
3990,399,102.49082,55.51619,1.86482,-0.00943,0.03995,2.41396
3991,399.1,102.23385,55.70612,1.87032,-0.00954,0.04406,2.43865
3992,399.2,101.99115,55.86433,1.84054,-0.01202,0.04712,2.46111
3993,399.3,101.74274,56.04474,1.87107,-0.01021,0.04574,2.48108
3994,399.4,101.49682,56.20864,1.85256,-0.01201,0.04056,2.49918
3995,399.5,101.25995,56.36624,1.86283,-0.01058,0.03661,2.51522
3996,399.6,101.01357,56.52661,1.85559,-0.01015,0.03539,2.52984
3997,399.7,100.77711,56.68784,1.85428,-0.00919,0.03616,2.54256
3998,399.8,100.52399,56.844,1.8615,-0.00775,0.03867,2.55441
3999,399.9,100.27728,57.00258,1.86295,-0.00784,0.03941,2.56402
4000,400,100.02955,57.15742,1.86172,-0.00863,0.03856,2.5731
4001,400.1,99.78533,57.30145,1.85404,-0.00889,0.03599,2.58121
4002,400.2,99.53912,57.45413,1.85628,-0.00765,0.03527,2.5895
4003,400.3,99.28584,57.60556,1.85991,-0.00707,0.0382,2.59462
4004,400.4,99.03549,57.75364,1.87269,-0.00667,0.03949,2.59998
4005,400.5,98.79171,57.89371,1.87815,-0.00628,0.03933,2.60584
4006,400.6,98.54329,58.05,1.86945,-0.00582,0.0387,2.61114
4007,400.7,98.2914,58.18833,1.87161,-0.00464,0.03776,2.61653
4008,400.8,98.0408,58.32866,1.86585,-0.00394,0.03783,2.62031
4009,400.9,97.79339,58.47658,1.87248,-0.00399,0.0374,2.6241
4010,401,97.5248,58.6167,1.86687,-0.0046,0.03706,2.62765
4011,401.1,97.27698,58.76674,1.86662,-0.00507,0.03699,2.63035
4012,401.2,97.01642,58.91159,1.8708,-0.00329,0.03626,2.63187
4013,401.3,96.75546,59.0596,1.87505,-0.00244,0.03634,2.6336
4014,401.4,96.49796,59.2078,1.87747,-0.00151,0.03659,2.63533
4015,401.5,96.24581,59.36336,1.87909,-0.00171,0.03716,2.63616
4016,401.6,95.97978,59.51298,1.88108,-0.00112,0.03662,2.63796
4017,401.7,95.71887,59.6618,1.8894,-0.00119,0.03613,2.63933
4018,401.8,95.46248,59.79881,1.86902,-0.00101,0.03638,2.64117
4019,401.9,95.19112,59.94777,1.87784,-0.00071,0.03674,2.64235
4020,402,94.92955,60.09854,1.88649,-0.00182,0.03818,2.64378
4021,402.1,94.6687,60.2417,1.873,0,0.03746,2.64538
4022,402.2,94.39707,60.3875,1.88039,-0.00093,0.03662,2.64642
4023,402.3,94.13236,60.53513,1.88179,-0.00067,0.03667,2.6478
4024,402.4,93.86788,60.68425,1.88864,9E-05,0.03652,2.64849
4025,402.5,93.59318,60.82737,1.88221,0.00064,0.03674,2.65085
4026,402.6,93.32707,60.97534,1.89115,0.00107,0.03616,2.65218
4027,402.7,93.04985,61.12253,1.88815,0.00125,0.03687,2.65296
4028,402.8,92.78469,61.27003,1.88519,-0.00125,0.03864,2.65389
4029,402.9,92.51686,61.41343,1.89104,-0.00084,0.03893,2.65588
4030,403,92.24243,61.55648,1.88093,-0.00115,0.0403,2.65756
4031,403.1,91.96964,61.69879,1.88868,0.00028,0.04115,2.65905
4032,403.2,91.70224,61.84295,1.8741,-0.00057,0.04226,2.66057
4033,403.3,91.43188,61.98194,1.8942,-0.00069,0.04181,2.66179
4034,403.4,91.16487,62.11732,1.88159,-0.00205,0.04227,2.66314
4035,403.5,90.90129,62.26346,1.87932,-0.00351,0.04281,2.66399
4036,403.6,90.64406,62.40038,1.89138,-0.00084,0.04273,2.66531
4037,403.7,90.38109,62.53569,1.88337,-0.0018,0.04316,2.66675
4038,403.8,90.10762,62.67738,1.88197,-0.00243,0.04374,2.66808
4039,403.9,89.85403,62.80215,1.8794,-0.00377,0.04432,2.66927
4040,404,89.58408,62.93328,1.89084,-0.00666,0.04463,2.67073
4041,404.1,89.32967,63.06999,1.88041,-0.00513,0.04405,2.67118
4042,404.2,89.08618,63.2072,1.88098,-0.00701,0.04414,2.67177
4043,404.3,88.82624,63.33831,1.88921,-0.00827,0.04493,2.67292
4044,404.4,88.56845,63.46659,1.86845,-0.00921,0.04436,2.67432
4045,404.5,88.31945,63.59308,1.88493,-0.00973,0.04463,2.67503
4046,404.6,88.0711,63.7236,1.87435,-0.01119,0.04415,2.67624
4047,404.7,87.81497,63.85209,1.883,-0.00834,0.04468,2.67716
4048,404.8,87.57475,63.97284,1.87834,-0.00759,0.04618,2.67793
4049,404.9,87.34724,64.09089,1.87656,-0.00763,0.0468,2.67858
4050,405,87.12069,64.20335,1.87901,-0.00722,0.04712,2.67965
4051,405.1,86.91034,64.31104,1.8665,-0.00835,0.04681,2.68057
4052,405.2,86.70926,64.41191,1.88156,-0.00727,0.04519,2.68172
4053,405.3,86.5155,64.50838,1.87188,-0.00949,0.04499,2.68296
4054,405.4,86.32927,64.60065,1.87368,-0.00827,0.04483,2.68465
4055,405.5,86.14662,64.68816,1.87317,-0.00851,0.04484,2.68692
4056,405.6,85.97358,64.77164,1.86582,-0.01009,0.04489,2.69047
4057,405.7,85.80077,64.84925,1.87135,-0.00967,0.04537,2.69481
4058,405.8,85.62991,64.92943,1.87333,-0.00812,0.04592,2.70033
4059,405.9,85.46137,65.0067,1.86604,-0.00705,0.04647,2.70717
4060,406,85.30068,65.07197,1.86809,-0.00673,0.04646,2.71553
4061,406.1,85.14166,65.13247,1.86322,-0.00829,0.04712,2.72387
4062,406.2,84.98822,65.18524,1.86148,-0.0099,0.04667,2.73358
4063,406.3,84.83847,65.23768,1.85715,-0.00894,0.04722,2.74482
4064,406.4,84.70221,65.29756,1.86117,-0.00828,0.04669,2.75595
4065,406.5,84.54819,65.3287,1.86061,-0.00922,0.04711,2.77026
4066,406.6,84.40068,65.36951,1.86151,-0.01026,0.04712,2.78481
4067,406.7,84.2526,65.39279,1.85861,-0.0138,0.04837,2.80109
4068,406.8,84.11227,65.41985,1.85892,-0.01903,0.04919,2.81699
4069,406.9,83.97009,65.45018,1.8615,-0.01893,0.04922,2.83323
4070,407,83.83698,65.47251,1.85832,-0.01719,0.04965,2.85211
4071,407.1,83.69679,65.49878,1.86242,-0.01668,0.05033,2.87133
4072,407.2,83.55482,65.51517,1.85584,-0.01358,0.0526,2.891
4073,407.3,83.41163,65.53277,1.84775,-0.01522,0.05273,2.91168
4074,407.4,83.27015,65.53006,1.85252,-0.01481,0.05301,2.93349
4075,407.5,83.12617,65.53899,1.84174,-0.01719,0.05381,2.95549
4076,407.6,82.98738,65.53973,1.84232,-0.01484,0.0551,2.97777
4077,407.7,82.83092,65.53728,1.83718,-0.01318,0.05639,3.00163
4078,407.8,82.69572,65.53214,1.83726,-0.01499,0.05896,3.02627
4079,407.9,82.5458,65.51227,1.83531,-0.01566,0.06075,3.05162
4080,408,82.4109,65.4957,1.82286,-0.01734,0.06313,3.07728
4081,408.1,82.26474,65.46701,1.81363,-0.01675,0.06514,3.10432
4082,408.2,82.12489,65.44363,1.80599,-0.01729,0.06587,3.1317
4083,408.3,81.97919,65.40459,1.81791,-0.01766,0.06738,-3.12292
4084,408.4,81.84797,65.37157,1.80362,-0.01656,0.06786,-3.09406
4085,408.5,81.70597,65.31885,1.80679,-0.01663,0.06868,-3.06221
4086,408.6,81.5821,65.27677,1.80267,-0.01731,0.0688,-3.03271
4087,408.7,81.45485,65.23268,1.80635,-0.0175,0.0692,-3.00188
4088,408.8,81.32654,65.17704,1.7918,-0.01608,0.07024,-2.97079
4089,408.9,81.19706,65.12509,1.78532,-0.01494,0.07159,-2.93998
4090,409,81.06391,65.06349,1.78083,-0.01074,0.07308,-2.90865
4091,409.1,80.93782,64.99782,1.77739,-0.00935,0.07432,-2.87699
4092,409.2,80.80894,64.93025,1.77742,-0.00995,0.07592,-2.84588
4093,409.3,80.69295,64.84545,1.75878,-0.0109,0.07786,-2.81432
4094,409.4,80.57152,64.76101,1.77063,-0.0132,0.07723,-2.78232
4095,409.5,80.44921,64.67877,1.76481,-0.01244,0.07887,-2.75076
4096,409.6,80.33206,64.59149,1.74646,-0.00806,0.07989,-2.71793
4097,409.7,80.2118,64.49787,1.73773,-0.00819,0.08166,-2.68617
4098,409.8,80.0964,64.40329,1.74111,-0.00388,0.08082,-2.65439
4099,409.9,79.98106,64.2932,1.73116,-0.00847,0.08325,-2.62225
4100,410,79.87665,64.18499,1.73363,-0.01147,0.08423,-2.59187
4101,410.1,79.76952,64.06318,1.73631,-0.01296,0.08368,-2.56102
4102,410.2,79.66094,63.94792,1.71779,-0.01154,0.08169,-2.53058
4103,410.3,79.55165,63.83174,1.70489,-0.01093,0.08105,-2.50098
4104,410.4,79.44706,63.70343,1.70563,-0.01058,0.08168,-2.47085
4105,410.5,79.34152,63.57285,1.68269,-0.01137,0.08336,-2.441
4106,410.6,79.23605,63.44878,1.68109,-0.01239,0.08459,-2.4141
4107,410.7,79.13844,63.30839,1.67518,-0.01299,0.08471,-2.38705
4108,410.8,79.03389,63.16795,1.65899,-0.01282,0.08517,-2.36113
4109,410.9,78.93115,63.02965,1.66099,-0.0114,0.08546,-2.33676
4110,411,78.83127,62.88028,1.63653,-0.01214,0.08731,-2.31194
4111,411.1,78.72604,62.73384,1.6393,-0.01177,0.08514,-2.28963
4112,411.2,78.62855,62.57219,1.62885,-0.01108,0.08439,-2.26687
4113,411.3,78.52069,62.4137,1.62348,-0.01077,0.08358,-2.24603
4114,411.4,78.42613,62.25742,1.62017,-0.01118,0.0839,-2.22762
4115,411.5,78.32953,62.08728,1.61048,-0.01265,0.08431,-2.20955
4116,411.6,78.22218,61.90661,1.6014,-0.01181,0.08333,-2.19232
4117,411.7,78.1151,61.73223,1.58309,-0.01298,0.08409,-2.17806
4118,411.8,78.00418,61.55749,1.58074,-0.01473,0.08351,-2.16506
4119,411.9,77.89558,61.37285,1.56878,-0.01273,0.08364,-2.15397
4120,412,77.7924,61.1795,1.55765,-0.01225,0.0829,-2.14343
4121,412.1,77.68173,60.99174,1.55206,-0.01429,0.08354,-2.13534
4122,412.2,77.5627,60.79753,1.53557,-0.01499,0.08326,-2.12773
4123,412.3,77.44819,60.60118,1.53187,-0.01249,0.0832,-2.12166
4124,412.4,77.32731,60.4062,1.52127,-0.01409,0.08269,-2.11547
4125,412.5,77.20677,60.2121,1.52229,-0.01384,0.08227,-2.11044
4126,412.6,77.09054,60.00333,1.50973,-0.01368,0.08167,-2.10607
4127,412.7,76.97247,59.78622,1.49427,-0.01253,0.08297,-2.10224
4128,412.8,76.84732,59.58715,1.48168,-0.0132,0.0836,-2.09939
4129,412.9,76.71813,59.36977,1.47638,-0.01423,0.08394,-2.09554
4130,413,76.59517,59.14521,1.46555,-0.0145,0.08392,-2.09062
4131,413.1,76.47937,58.92156,1.45721,-0.01601,0.08336,-2.08706
4132,413.2,76.35583,58.69321,1.45049,-0.01372,0.08298,-2.08313
4133,413.3,76.22217,58.47445,1.43337,-0.01505,0.0837,-2.08045
4134,413.4,76.09625,58.24733,1.42471,-0.01607,0.08238,-2.0772
4135,413.5,75.97514,58.01167,1.41194,-0.01427,0.08413,-2.07469
4136,413.6,75.83936,57.78189,1.39462,-0.01584,0.08273,-2.07255
4137,413.7,75.70738,57.54203,1.39709,-0.01258,0.0843,-2.07062
4138,413.8,75.58246,57.30215,1.37939,-0.01283,0.08312,-2.06895
